ae_image_path,light_environment,confidence_vector
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01698640\ILSVRC2012_val_00037268.JPEG,l4,"[0.27051064 0.03153092 0.00969562 0.07423003 0.34937465 0.07707779
 0.01503458 0.01465586 0.09043928 0.39642468 0.04142958 0.04825569
 0.01613535 0.07994552 0.08211415 0.01580252 0.01422801 0.01803519
 0.19593431 1.         0.0348777  0.01459853 0.01696509 0.05957988
 0.01634328 0.01608723 0.01913359]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01698640\ILSVRC2012_val_00038620.JPEG,l4,"[0.14111689 0.3292468  0.01002546 0.05846664 0.26052296 0.16678743
 0.01611557 0.01570361 0.03036939 1.         0.01919236 0.04672272
 0.01558855 0.07412628 0.10619646 0.01646806 0.0158336  0.01065364
 0.11794044 0.22376005 0.14309943 0.01661239 0.01493108 0.0483868
 0.0167246  0.01520636 0.0146814 ]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01698640\ILSVRC2012_val_00047405.JPEG,l4,"[0.5377755  0.07042956 0.00788943 0.02102142 0.23163365 0.12167501
 0.01195511 0.01404836 0.02304144 0.2978125  0.61482906 0.00781679
 0.01375803 0.03519569 0.12563446 0.01362069 0.01244843 0.01119625
 0.0405113  1.         0.00961298 0.01248004 0.01674046 0.01517495
 0.01302489 0.0130529  0.01221251]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01742172\ILSVRC2012_val_00018456.JPEG,l4,"[1.0000000e+00 2.6842824e-03 5.8071193e-04 2.0405762e-03 2.4021337e-02
 5.8536250e-03 7.7398086e-04 9.4109221e-04 1.5173123e-04 2.5469574e-01
 1.5084416e-01 1.2828914e-03 9.7979396e-04 1.0553648e-03 1.8649667e-03
 7.2009873e-04 7.5891410e-04 9.0391561e-04 2.8546334e-03 2.7842760e-01
 1.1839252e-02 7.3242234e-04 1.1904105e-03 9.2345043e-05 7.3803676e-04
 7.5668853e-04 7.6528313e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01742172\ILSVRC2012_val_00018907.JPEG,l4,"[1.         0.07874894 0.00186564 0.00792111 0.01363664 0.07630385
 0.00248838 0.00277853 0.0070595  0.08689523 0.23848993 0.00313182
 0.00242366 0.00914383 0.02520628 0.00248243 0.00232657 0.00212416
 0.01141043 0.0355492  0.14471607 0.00236705 0.00313003 0.00581578
 0.00247456 0.00246682 0.00266432]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01742172\ILSVRC2012_val_00031749.JPEG,l4,"[1.0000000e+00 4.7483933e-01 3.4154113e-02 9.9936448e-02 7.5178164e-01
 2.9874292e-01 4.6260707e-02 5.6724679e-02 4.1080616e-02 9.3570262e-01
 8.3626080e-01 1.8119862e-02 5.4281510e-02 9.2410251e-02 8.0956711e-04
 4.5962498e-02 4.5919694e-02 6.9240913e-02 4.2027873e-01 2.9515341e-01
 8.4885731e-02 4.4887010e-02 6.0324997e-02 5.1336057e-02 4.8328582e-02
 4.6146706e-02 5.1117104e-02]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01768244\ILSVRC2012_val_00021025.JPEG,l4,"[1.         0.11877422 0.03796677 0.14074136 0.6833852  0.119224
 0.06010075 0.0915173  0.3058898  0.74399173 0.80431813 0.01389122
 0.07504844 0.11506303 0.48433384 0.06093685 0.06047866 0.17329568
 0.18655062 0.47197136 0.0584007  0.05682785 0.10538952 0.5388546
 0.05745296 0.06147445 0.13367778]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01768244\ILSVRC2012_val_00035606.JPEG,l4,"[1.         0.12560008 0.01560321 0.03893927 0.10585853 0.05329613
 0.03017162 0.03438001 0.10270917 0.23804866 0.5008468  0.00905441
 0.03411315 0.0606241  0.16957018 0.02935144 0.02665939 0.08563448
 0.04304633 0.15568614 0.09247418 0.03216489 0.03327395 0.11000337
 0.02870982 0.0266071  0.07317835]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01768244\ILSVRC2012_val_00040047.JPEG,l4,"[0.19569041 0.24174695 0.00613102 0.02313851 0.11054967 0.19804303
 0.00959528 0.01241626 0.01971125 0.27359363 1.         0.01171503
 0.01195793 0.02365587 0.1022527  0.00911535 0.01011755 0.02624367
 0.02553879 0.22404921 0.03180605 0.01010025 0.01580312 0.02243727
 0.00943157 0.00696196 0.0235263 ]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01770393\ILSVRC2012_val_00001887.JPEG,l4,"[0.2086369  0.05571678 0.00329062 0.00596506 0.3331711  0.6292926
 0.01134786 0.00918449 0.00189513 0.07088688 0.10573593 0.1870943
 0.0105124  0.00673411 0.63560474 0.0114454  0.01007183 0.00894101
 0.01788702 1.         0.2692342  0.00943872 0.00893231 0.00383937
 0.01162842 0.01109155 0.00806641]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01770393\ILSVRC2012_val_00005821.JPEG,l4,"[0.5345064  1.         0.04582245 0.1471569  0.24932407 0.76254606
 0.15526496 0.1585496  0.10996471 0.41029608 0.9827806  0.05935456
 0.12399761 0.16400401 0.11251338 0.15906882 0.1471932  0.09126611
 0.22159046 0.26829958 0.9890882  0.13910656 0.14871797 0.09646755
 0.16298567 0.16058587 0.14659539]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01770393\ILSVRC2012_val_00033658.JPEG,l4,"[0.49922758 0.12566832 0.00625052 0.02540011 0.15787438 0.03104937
 0.01924332 0.01805266 0.02129155 1.         0.4751755  0.01535125
 0.01790306 0.0514969  0.11849133 0.01943616 0.01737596 0.01895986
 0.03186209 0.06231796 0.18990913 0.01805385 0.01925669 0.01346065
 0.02042131 0.01957365 0.01764676]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01770393\ILSVRC2012_val_00043619.JPEG,l4,"[1.         0.81223136 0.00191805 0.00887266 0.9704022  0.98434824
 0.00567156 0.00535383 0.00259637 0.74759847 0.9763741  0.10296326
 0.00524204 0.03217154 0.99960685 0.00625425 0.00569541 0.00360397
 0.02000768 0.9776231  0.5498768  0.00600793 0.00551549 0.10867225
 0.00655608 0.00622759 0.00509189]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01770393\ILSVRC2012_val_00046299.JPEG,l4,"[0.08886375 0.21156959 0.01914505 0.05931414 0.7964658  0.3216333
 0.05714359 0.05295954 0.0369502  0.11039347 0.8332011  0.04452772
 0.05819767 0.05699554 0.4753959  0.06311659 0.05674667 0.03554699
 0.05592747 1.         0.3789176  0.05909545 0.05204225 0.03208539
 0.06083242 0.0635983  0.05625873]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01774384\ILSVRC2012_val_00006437.JPEG,l4,"[9.79664445e-01 1.12609036e-01 1.17923389e-03 1.11601490e-03
 7.47115612e-01 3.78374696e-01 5.06220094e-04 6.02533517e-04
 3.13248811e-03 9.62119818e-01 8.12693655e-01 7.02160271e-03
 5.35621599e-04 2.75654509e-03 2.46441320e-01 5.41617279e-04
 5.30513644e-04 8.58658284e-04 8.22089380e-04 1.00000000e+00
 2.86371499e-01 5.03438467e-04 7.58119277e-04 3.56876175e-03
 5.31234778e-04 5.34859020e-04 8.13458115e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01774384\ILSVRC2012_val_00008718.JPEG,l4,"[1.0000000e+00 2.0353805e-02 9.9891063e-04 3.7954716e-04 1.5081707e-01
 6.0707822e-02 4.9579405e-04 5.0683354e-04 8.9695130e-04 3.4581977e-01
 9.4559020e-01 1.5399515e-02 4.7422355e-04 7.5676834e-04 9.9688843e-02
 5.2140991e-04 4.6804338e-04 8.0936571e-04 3.5135160e-04 7.0494062e-01
 5.4800569e-04 4.8648551e-04 5.8281125e-04 7.5902051e-04 5.1898952e-04
 5.3417508e-04 6.6846621e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01774384\ILSVRC2012_val_00025455.JPEG,l4,"[0.10972969 0.53364843 0.06576935 0.0438807  1.         0.1323265
 0.02475812 0.02510639 0.12392907 0.32635945 0.17186937 0.5961947
 0.0269527  0.17883274 0.56843734 0.02429372 0.0239031  0.03315903
 0.07663255 0.2506961  0.2216852  0.02415412 0.03121019 0.15012085
 0.02475486 0.02450613 0.03175608]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01774384\ILSVRC2012_val_00025508.JPEG,l4,"[6.4387715e-01 1.5910959e-01 9.6999528e-04 1.3099938e-03 9.9353641e-01
 1.8728438e-01 5.2835484e-04 6.5887719e-04 1.0331151e-02 8.9211166e-01
 6.4606065e-01 2.1699686e-03 5.9773319e-04 4.8045288e-03 9.3064290e-01
 5.1963440e-04 5.3207722e-04 7.5528852e-04 2.8573340e-02 1.0000000e+00
 4.1935953e-01 4.8517491e-04 9.7062584e-04 2.8550623e-02 5.3534558e-04
 5.1789969e-04 6.4508646e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01774750\ILSVRC2012_val_00032091.JPEG,l4,"[1.0000000e+00 1.4259705e-01 3.7117692e-04 3.0448686e-03 2.0665478e-02
 9.8137669e-03 1.0145633e-03 1.1989294e-03 4.2534517e-03 2.0914653e-01
 4.9484074e-01 3.6261508e-03 1.0716618e-03 8.8261152e-03 2.3952648e-02
 1.0235326e-03 9.5577160e-04 1.0565111e-03 7.7951751e-03 1.8222402e-01
 3.1692430e-02 1.0352496e-03 1.7268605e-03 5.0318316e-03 1.0325263e-03
 1.0150656e-03 1.3566017e-03]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01774750\ILSVRC2012_val_00045733.JPEG,l4,"[1.0000000e+00 6.8531297e-02 6.6552724e-04 3.2611249e-03 4.9244300e-02
 7.1098703e-01 1.7096908e-03 1.8393489e-03 1.1038129e-03 3.0624075e-02
 5.5349171e-01 8.8980086e-02 1.7399734e-03 3.1891072e-03 8.3056308e-02
 1.5740616e-03 1.6414468e-03 1.7058492e-03 7.9056751e-03 9.5547907e-02
 2.8854948e-01 1.6156790e-03 2.0025910e-03 8.6657028e-04 1.6532870e-03
 1.6325334e-03 2.5868118e-03]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01774750\ILSVRC2012_val_00048505.JPEG,l4,"[0.1087558  0.05192399 0.00211732 0.00563347 0.02692047 0.12109108
 0.00504539 0.00475399 0.00569216 0.03262254 1.         0.00454894
 0.00486347 0.00770419 0.07441785 0.00502473 0.00513446 0.00610475
 0.00954207 0.02387594 0.03223467 0.00535493 0.00518751 0.005444
 0.00507877 0.00523634 0.00731724]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01784675\ILSVRC2012_val_00014858.JPEG,l4,"[1.         0.08854476 0.09434494 0.14575554 0.4463895  0.00707963
 0.23666503 0.29066968 0.0592547  0.4724971  0.5461939  0.06399003
 0.26751292 0.23085271 0.01909641 0.23189607 0.2560977  0.17948686
 0.10938746 0.32406914 0.11306948 0.250043   0.30802533 0.13487746
 0.2179792  0.2211297  0.22803411]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01784675\ILSVRC2012_val_00020456.JPEG,l4,"[0.3722643  0.46319667 0.05223208 0.10594363 0.7430737  1.
 0.12497365 0.15036575 0.0213716  0.22725755 0.7843347  0.11900721
 0.14068973 0.13903607 0.2794043  0.1270856  0.13851362 0.06113131
 0.10359655 0.5787496  0.08051683 0.12006894 0.15636294 0.04870549
 0.12952057 0.12152691 0.15660128]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01784675\ILSVRC2012_val_00022081.JPEG,l4,"[0.8179     0.05639555 0.03302215 0.15226765 0.8849786  0.05911439
 0.07011218 0.09218015 0.05846369 0.4584259  0.18166308 0.1371531
 0.08771823 0.07549628 0.4125755  0.07940242 0.08168834 0.0691767
 0.24987385 1.         0.16013724 0.07218665 0.11663316 0.05795591
 0.07550081 0.07419951 0.08865163]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01784675\ILSVRC2012_val_00038504.JPEG,l4,"[0.01624508 0.02548097 0.06181962 0.13923755 0.15427342 0.02397407
 0.1134908  0.12404281 0.11014084 0.14212057 0.03150546 0.09985674
 0.11048748 0.14562343 0.30080163 0.1179677  0.10746748 0.12287072
 0.144058   1.         0.06045995 0.11322125 0.12545724 0.1320295
 0.10825189 0.11187839 0.1411132 ]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01784675\ILSVRC2012_val_00038833.JPEG,l4,"[9.81906950e-01 9.83105004e-01 9.09625727e-04 2.30946834e-03
 6.19259834e-01 9.99368906e-01 1.96434348e-03 2.51809997e-03
 3.38958087e-03 1.46186665e-01 4.63349044e-01 1.14305995e-01
 2.22550356e-03 3.60661885e-03 2.89800555e-01 2.34476221e-03
 2.24318006e-03 2.98964325e-03 4.00187960e-03 1.00000000e+00
 9.07809794e-01 2.06475472e-03 3.15384613e-03 1.24824198e-03
 2.34431261e-03 2.22504325e-03 2.73852120e-03]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01855672\ILSVRC2012_val_00004235.JPEG,l4,"[3.1243240e-02 1.9503867e-03 1.5951577e-03 8.9769374e-04 3.4035746e-02
 1.3963879e-02 5.5532495e-04 6.2624179e-04 1.3620151e-03 2.7971311e-02
 1.0000000e+00 8.3435769e-04 4.7593904e-04 1.8981211e-03 1.4005977e-02
 6.5462285e-04 5.9110601e-04 5.7930098e-04 1.2043372e-03 6.4637721e-02
 4.9616694e-03 4.7588337e-04 5.4243539e-04 4.8465962e-03 6.6322589e-04
 6.4729736e-04 3.8990806e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01855672\ILSVRC2012_val_00009610.JPEG,l4,"[0.2006433  0.71624064 0.01205195 0.00612409 0.0486892  1.
 0.00392846 0.00559001 0.00745925 0.06884895 0.6440768  0.01319192
 0.00411088 0.01190634 0.3348308  0.00407601 0.00403382 0.00220666
 0.01789273 0.20185569 0.48563823 0.00345946 0.00626014 0.01285493
 0.00474813 0.00426842 0.00329139]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01855672\ILSVRC2012_val_00025256.JPEG,l4,"[1.         0.06299193 0.08569706 0.02541371 0.25854656 0.16653213
 0.02410893 0.02010982 0.04785015 0.23864709 0.40277696 0.25436038
 0.02061572 0.06170439 0.07320157 0.02371678 0.02090188 0.01791685
 0.07050115 0.53244495 0.13043003 0.02276418 0.01691031 0.07750659
 0.02497259 0.02370284 0.01844932]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01855672\ILSVRC2012_val_00032295.JPEG,l4,"[3.41603130e-01 3.46510531e-03 1.94101757e-03 1.86744821e-03
 1.00000000e+00 1.95863813e-01 4.92839608e-04 6.64088235e-04
 1.76043517e-03 1.20502464e-01 6.22828938e-02 8.65125156e-04
 6.71859831e-04 2.28893314e-03 2.96015739e-01 5.74854203e-04
 5.07664110e-04 7.08553242e-04 2.68946146e-03 7.43018746e-01
 5.41561842e-02 4.84715129e-04 1.32959906e-03 3.94268194e-03
 6.04904199e-04 5.06908109e-04 5.07199496e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01882714\ILSVRC2012_val_00023031.JPEG,l4,"[0.19105934 1.         0.01347233 0.00827521 0.05925989 0.26672488
 0.007499   0.00631339 0.02723819 0.03643461 0.04245007 0.12091036
 0.00714806 0.00684846 0.39048684 0.0077756  0.006906   0.00617272
 0.01376202 0.01699213 0.07574964 0.00731296 0.0069455  0.05923811
 0.00670643 0.00715656 0.00963363]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01882714\ILSVRC2012_val_00026297.JPEG,l4,"[1.00000000e+00 2.81859469e-02 8.14766681e-05 1.17806485e-04
 4.23235670e-02 2.29190767e-01 2.96829276e-05 2.98804644e-05
 1.04628270e-04 1.33955806e-01 8.72869909e-01 1.30748725e-04
 3.38839636e-05 1.81826370e-04 2.55830586e-01 3.42847488e-05
 2.73131718e-05 9.34206982e-05 1.55683723e-03 1.31931528e-01
 3.05344798e-02 2.90464322e-05 4.19149510e-05 2.29227095e-04
 3.68024848e-05 3.60549820e-05 3.42638232e-05]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01882714\ILSVRC2012_val_00027599.JPEG,l4,"[1.0000000e+00 7.9728596e-02 1.3095348e-03 1.5727727e-03 4.4851908e-03
 8.7535731e-02 5.1300693e-04 6.1355554e-04 1.4324815e-03 3.6116954e-02
 3.0127004e-01 2.4632940e-02 6.3320657e-04 9.5832086e-04 1.0397818e-01
 5.4167950e-04 5.5992161e-04 4.8650883e-04 1.6437353e-03 1.8929563e-02
 2.5314254e-01 5.3819333e-04 7.5074908e-04 2.5652074e-03 5.5068918e-04
 5.5533584e-04 4.3261738e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01882714\ILSVRC2012_val_00034332.JPEG,l4,"[1.0000000e+00 6.7474167e-03 1.4183119e-04 1.8437899e-04 3.3505966e-03
 1.1832672e-02 5.7374687e-05 6.3336622e-05 7.4863381e-04 1.2114276e-02
 2.7070835e-01 4.2743664e-04 6.3299078e-05 1.4931496e-04 1.6530776e-02
 6.1205756e-05 5.1180738e-05 1.0796545e-04 5.1407010e-04 4.7066621e-02
 1.8787312e-03 4.4708318e-05 8.8862071e-05 1.8305484e-03 6.3137551e-05
 6.2016930e-05 5.6196473e-05]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01882714\ILSVRC2012_val_00049217.JPEG,l4,"[1.         0.06343107 0.00952712 0.00858315 0.04525961 0.02393448
 0.0043311  0.00409446 0.00419993 0.07076338 0.05734897 0.01164023
 0.00347948 0.00654328 0.07219559 0.00412016 0.00395532 0.00538332
 0.01405016 0.16031502 0.3190155  0.00413695 0.00443206 0.01039632
 0.00431932 0.00433453 0.00410515]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01910747\ILSVRC2012_val_00010919.JPEG,l4,"[0.91114515 0.15281239 0.00992213 0.48624754 1.         0.3149725
 0.27271485 0.30252087 0.160616   0.7323749  0.8854293  0.01174838
 0.31953046 0.44668382 0.40071884 0.26467273 0.28544724 0.23590408
 0.7856616  0.8926457  0.25443685 0.30540177 0.44997793 0.09306636
 0.2672727  0.24169928 0.34428802]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01910747\ILSVRC2012_val_00034232.JPEG,l4,"[0.10878986 0.03093289 0.00268437 0.17704637 0.7946427  0.10718509
 0.05538634 0.05275723 0.21013945 0.5471763  0.0963593  0.07228793
 0.05722265 0.08280747 0.27981573 0.05539711 0.05991571 0.07581197
 0.24420615 1.         0.04007765 0.04966508 0.06187126 0.18838675
 0.04646922 0.04501973 0.0848828 ]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01910747\ILSVRC2012_val_00034716.JPEG,l4,"[2.4153799e-01 2.2783440e-01 3.3548023e-04 6.4460211e-02 1.0000000e+00
 8.2532382e-01 1.0760470e-02 1.6593253e-02 4.0611185e-02 5.8593309e-01
 5.3042001e-01 1.8755833e-02 1.4779049e-02 2.2642143e-01 6.5427192e-02
 1.0562616e-02 9.3110939e-03 1.6597843e-02 4.9957135e-01 4.5773429e-01
 8.9137888e-01 1.1597314e-02 1.6975733e-02 2.4591804e-01 8.7636467e-03
 7.5600175e-03 2.1004092e-02]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01917289\ILSVRC2012_val_00000371.JPEG,l4,"[1.00000000e+00 8.99957359e-01 2.78144755e-04 1.18468690e-03
 1.38114225e-02 2.82803029e-02 2.69033568e-04 2.64210015e-04
 8.98821163e-04 1.14307098e-01 8.37533951e-01 1.52130949e-03
 2.35229250e-04 6.76254043e-04 7.15962285e-03 2.78596563e-04
 2.16109067e-04 7.97240238e-04 8.58126092e-04 3.39560173e-02
 1.31021991e-01 2.22269475e-04 4.98940004e-04 2.70939810e-04
 2.84683454e-04 2.72047939e-04 4.60817653e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01917289\ILSVRC2012_val_00018135.JPEG,l4,"[0.11983426 1.         0.00206489 0.0017874  0.00909233 0.17160408
 0.00201685 0.00183119 0.00517697 0.05481301 0.2856196  0.04108844
 0.00159864 0.00299677 0.0255042  0.00199651 0.00191304 0.00194449
 0.00230634 0.01625377 0.0820319  0.00193401 0.00206454 0.00884051
 0.00217033 0.00180052 0.0028472 ]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01917289\ILSVRC2012_val_00033440.JPEG,l4,"[1.         0.23584203 0.01848881 0.04792354 0.09540007 0.17851833
 0.01547848 0.01704412 0.02679205 0.08366396 0.38026398 0.14845486
 0.01584067 0.03416532 0.03994987 0.01716599 0.01449768 0.05911193
 0.03172066 0.13496615 0.09144077 0.01259383 0.02591785 0.01917007
 0.01743556 0.01592491 0.02237756]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01944390\ILSVRC2012_val_00003625.JPEG,l4,"[0.00336326 0.04769122 0.32514116 0.5774677  0.12052426 0.02408793
 0.9899358  0.74662346 0.31059557 0.02917282 0.00410901 0.5116878
 0.7703641  0.5304736  0.4504787  0.9876554  0.9414187  0.45935625
 0.33142093 0.00529265 0.15676093 0.8904827  0.9916194  0.19512393
 1.         0.9627239  0.7210589 ]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01944390\ILSVRC2012_val_00012117.JPEG,l4,"[1.0000000e+00 4.0862625e-04 1.7614261e-03 2.7135217e-03 1.8143962e-01
 2.0028047e-02 4.4922158e-03 4.0718652e-03 1.4608810e-03 4.9616253e-01
 9.9206001e-02 1.7753006e-03 4.2383741e-03 1.0312052e-02 2.7513014e-02
 4.7819689e-03 4.6537728e-03 1.5526827e-03 9.7648185e-03 2.3438360e-01
 8.7148389e-03 4.7706012e-03 3.9199381e-03 1.0367746e-02 4.7806040e-03
 4.6090009e-03 3.3061162e-03]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01944390\ILSVRC2012_val_00025840.JPEG,l4,"[0.74647725 0.3050546  0.1383582  0.28911185 0.18441916 0.15363234
 0.3604985  0.35399026 0.08883649 0.44488442 0.12229866 0.2624699
 0.31760445 0.5460937  0.00581953 0.37796348 0.35826746 0.17003997
 0.19296697 0.7272278  1.         0.3521496  0.4249208  0.04102184
 0.38159996 0.37806383 0.30988094]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01944390\ILSVRC2012_val_00030395.JPEG,l4,"[0.15105672 0.17087238 0.06100382 0.19089493 0.44657734 0.34828287
 0.18645476 0.19313331 0.0791138  0.40272707 0.46593285 0.20826714
 0.1492934  0.43500713 0.42297882 0.20609114 0.20546663 0.04747
 0.2591117  1.         0.31442308 0.18454741 0.22074614 0.18851756
 0.2123288  0.20213717 0.12320996]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01944390\ILSVRC2012_val_00040123.JPEG,l4,"[0.5790802  0.05441765 0.07858577 0.14096886 0.29977438 0.02168216
 0.25094834 0.22449043 0.05997311 0.11234453 0.09263873 0.2551102
 0.2484862  0.12542696 0.07112439 0.25568938 0.2428289  0.16647814
 0.10857924 1.         0.0640226  0.25691918 0.23627515 0.04724485
 0.24714974 0.25908673 0.19153701]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01945685\ILSVRC2012_val_00014762.JPEG,l4,"[0.18481107 0.01305748 0.16359174 0.39517087 0.43555388 0.02438407
 0.62838656 0.879714   0.14983858 0.64586395 0.14147708 0.2444973
 0.85820824 0.57129276 0.01166659 0.601103   0.7057743  0.3118511
 0.25607178 0.09408994 0.04901776 0.6548834  1.         0.23066704
 0.5946388  0.60992754 0.5841896 ]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01945685\ILSVRC2012_val_00018112.JPEG,l4,"[0.05935197 0.03742024 0.00473764 0.02031371 0.55827576 0.24401318
 0.02030836 0.01827875 0.00764394 0.5500143  0.17017722 0.02832848
 0.02025357 0.05820661 0.27505034 0.01840348 0.02028653 0.00942493
 0.08130717 1.         0.40782964 0.02017404 0.01782134 0.05786991
 0.01711478 0.01866133 0.01497264]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01945685\ILSVRC2012_val_00027798.JPEG,l4,"[0.9936484  0.4256322  0.04479005 0.14212379 0.03508013 0.0885182
 0.134093   0.16356309 0.01485921 0.04206879 0.44627535 0.14333615
 0.1731414  0.24397859 0.07221276 0.13073188 0.13789552 0.1150668
 0.20123576 0.28291577 1.         0.13363111 0.19418773 0.01381756
 0.12379933 0.13105051 0.17459975]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l4\param_1\n01950731\ILSVRC2012_val_00004078.JPEG,l4,"[1.2499366e-01 1.4141310e-02 1.4735856e-04 1.7819170e-02 1.0000000e+00
 1.7210685e-01 8.8077557e-04 8.9639303e-04 2.8892206e-02 3.7534580e-01
 8.0782413e-01 5.0243968e-03 7.5241266e-04 4.4927426e-02 3.0002284e-01
 1.1109558e-03 9.3722687e-04 7.1778620e-04 6.8841271e-02 8.1392986e-01
 6.1389722e-02 8.0740079e-04 9.7942771e-04 5.4065149e-02 1.1575470e-03
 9.5318083e-04 6.7694456e-04]"
